[2020-10-26 18:27:55 #1346 INFO] murray.journeay running /mnt/data/shared/canada-2020/canada-srm2/cDamage/input/cDamage_r2_ON3510.ini [--hc=1316]
[2020-10-26 18:27:55 #1346 INFO] Using engine version 3.11.0-git4f03c56
[2020-10-26 18:27:56 #1346 WARNING] Using 64 cores on gem-compute
[2020-10-26 18:27:56 #1346 INFO] Checksum of the input files: 1508585000
[2020-10-26 18:27:56 #1346 INFO] Reading the risk model if present
[2020-10-26 18:28:00 #1346 INFO] Reading /mnt/data/shared/canada-2020/model-inputs/exposure/general-building-stock/oqBldgExp_ON3510.xml
[2020-10-26 18:28:07 #1346 INFO] Using asset_hazard_distance=14 km instead of 15 km
[2020-10-26 18:28:08 #1346 INFO] Associated 82223 assets to 184 sites
[2020-10-26 18:28:12 #1346 INFO] Reducing risk model from 4224 to 525 taxonomies
[2020-10-26 18:28:12 #1346 INFO] Storing risk model
[2020-10-26 18:28:14 #1346 INFO] Building risk inputs from 50 realization(s)
[2020-10-26 18:28:15 #1346 INFO] Built 217 risk inputs
[2020-10-26 18:28:17 #1346 INFO] Sent 128 tasks, 18.73 MB in 0 seconds
[2020-10-26 18:28:36 #1346 INFO] classical_damage  74% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  75% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  76% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  77% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  78% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  79% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  80% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  81% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  82% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  83% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  84% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  85% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  86% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  87% [128 submitted, 0 queued]
[2020-10-26 18:28:36 #1346 INFO] classical_damage  88% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  89% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  90% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  91% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  92% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  93% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  94% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  95% [128 submitted, 0 queued]
[2020-10-26 18:28:37 #1346 INFO] classical_damage  96% [128 submitted, 0 queued]
[2020-10-26 18:28:38 #1346 INFO] classical_damage  97% [128 submitted, 0 queued]
[2020-10-26 18:28:38 #1346 INFO] classical_damage  98% [128 submitted, 0 queued]
[2020-10-26 18:28:39 #1346 INFO] classical_damage  99% [128 submitted, 0 queued]
[2020-10-26 18:28:39 #1346 INFO] classical_damage 100% [128 submitted, 0 queued]
[2020-10-26 18:28:39 #1346 INFO] Received {'tot': '90.65 MB'} in 22 seconds
[2020-10-26 18:28:40 #1346 INFO] Exposing the outputs to the database
[2020-10-26 18:28:40 #1346 INFO] Stored 115.55 MB on /mnt/data/murray.journeay/oqdata/calc_1346.hdf5 in 43 seconds
  id | name
7205 | Asset Damage Distributions
7206 | Asset Damage Statistics
7207 | Full Report
7208 | Realizations
